RA,DEC,nvotes,elliptical,edge_on_disk,dont_know,merger,face_on_spiral,type
236.5877,-0.5544444,34,0.146999999881,0.852999985218,0.0,0.0,0.0,edge_on_disk
237.4543,-0.4258056,37,0.108000002801,0.783999979496,0.0,0.108000002801,0.0,edge_on_disk
239.7823,-0.5531389,36,0.222000002861,0.75,0.0,0.0,0.0280000008643,edge_on_disk
240.2933,-0.6096389,33,0.241999998689,0.635999977589,0.0299999993294,0.0,0.0910000000149,edge_on_disk
240.3063,-0.5865555,27,0.0740000009537,0.888999998569,0.0,0.0,0.0370000004768,edge_on_disk
241.4993,-0.4705278,23,0.0,0.782999992371,0.0,0.0,0.216999996454,edge_on_disk
242.3648,-0.5549445,30,0.166999995708,0.73299998045,0.0329999998212,0.0,0.0670000016689,edge_on_disk
242.3907,-0.4196945,24,0.125,0.833000004292,0.0,0.0,0.0419999994338,edge_on_disk
242.9548,-0.4464722,53,0.170000001788,0.791999995708,0.0,0.0,0.0379999987781,edge_on_disk
244.141,-0.5888333,26,0.115000002086,0.691999971867,0.0379999987781,0.0379999987781,0.114999998361,edge_on_disk
246.3143,-0.5409445,35,0.0570000000298,0.856999993324,0.0570000000298,0.0289999991655,0.0,edge_on_disk
248.5063,-0.4804722,34,0.293999999762,0.617999970913,0.0590000003576,0.0,0.0289999991655,edge_on_disk
240.37,-0.08638889,28,0.107000000775,0.893000006676,0.0,0.0,0.0,edge_on_disk
240.8257,-0.03605556,30,0.133000001311,0.866999983788,0.0,0.0,0.0,edge_on_disk
240.8885,-0.1278889,63,0.17499999702,0.794000029564,0.0,0.0,0.0320000015199,edge_on_disk
241.3452,-0.03838889,64,0.156000003219,0.79699999094,0.0,0.0,0.0469999983907,edge_on_disk
241.5513,-0.1304722,69,0.0869999974966,0.782999992371,0.0430000014603,0.0,0.0859999973327,edge_on_disk
241.6602,-0.1555556,30,0.232999995351,0.699999988079,0.0,0.0329999998212,0.0329999998212,edge_on_disk
241.6941,-0.1989167,30,0.266999989748,0.600000023842,0.0,0.0,0.133000001311,edge_on_disk
241.9015,-0.1380556,34,0.234999999404,0.617999970913,0.0879999995232,0.0,0.0590000003576,edge_on_disk
242.1321,-0.06444445,58,0.275999993086,0.67199999094,0.0520000010729,0.0,0.0,edge_on_disk
242.2195,-0.1717222,61,0.0659999996424,0.851999998093,0.0,0.0,0.0819999985397,edge_on_disk
242.7198,-0.005416667,65,0.0309999994934,0.96899998188,0.0,0.0,0.0,edge_on_disk
242.8988,-0.01544444,32,0.0,0.90600001812,0.0,0.0309999994934,0.0619999989867,edge_on_disk
243.6035,-0.2070833,58,0.0689999982715,0.897000014782,0.0170000009239,0.0,0.0170000009239,edge_on_disk
247.9668,-0.09080555,61,0.130999997258,0.819999992847,0.01600000076,0.0,0.0320000015199,edge_on_disk
236.2213,0.3541389,23,0.347999989986,0.652000010014,0.0,0.0,0.0,edge_on_disk
237.6796,0.2191667,22,0.0,0.954999983311,0.0450000017881,0.0,0.0,edge_on_disk
238.607,0.2619444,39,0.0769999995828,0.897000014782,0.0,0.0,0.0260000005364,edge_on_disk
239.0925,0.3710555,61,0.148000001907,0.851999998093,0.0,0.0,0.0,edge_on_disk
239.3895,0.3161389,72,0.097000002861,0.861000001431,0.0,0.0,0.0420000012964,edge_on_disk
239.8157,0.3698611,58,0.0860000029206,0.759000003338,0.0170000009239,0.103000000119,0.0340000018477,edge_on_disk
240.2115,0.3167778,30,0.0329999998212,0.866999983788,0.0,0.0329999998212,0.0670000016689,edge_on_disk
241.8014,0.2510833,32,0.187999993563,0.811999976635,0.0,0.0,0.0,edge_on_disk
242.1476,0.3645556,32,0.280999988317,0.688000023365,0.0,0.0,0.0309999994934,edge_on_disk
242.6456,0.3016667,38,0.184000000358,0.763000011444,0.0,0.0,0.0520000010729,edge_on_disk
242.708,0.3186944,58,0.275999993086,0.65499997139,0.0340000018477,0.0,0.0340000018477,edge_on_disk
243.2155,0.37975,60,0.282999992371,0.649999976158,0.0,0.0170000009239,0.0500000007451,edge_on_disk
243.9455,0.2301944,30,0.10000000149,0.899999976158,0.0,0.0,0.0,edge_on_disk
245.2719,0.2106389,30,0.0670000016689,0.899999976158,0.0,0.0,0.0329999998212,edge_on_disk
245.2567,0.40525,58,0.155000001192,0.792999982834,0.0,0.0,0.0510000027716,edge_on_disk
245.9437,0.2859722,60,0.20000000298,0.75,0.0170000009239,0.0,0.0340000018477,edge_on_disk
248.855,0.3582222,59,0.237000003457,0.610000014305,0.0,0.0,0.153000008315,edge_on_disk
249.8207,0.4102778,63,0.127000004053,0.856999993324,0.01600000076,0.0,0.0,edge_on_disk
238.7633,0.6345834,53,0.131999999285,0.848999977112,0.0,0.0,0.0189999993891,edge_on_disk
242.3989,0.6651111,42,0.0480000004172,0.929000020027,0.0,0.0,0.0240000002086,edge_on_disk
165.5551,-1.112917,30,0.166999995708,0.699999988079,0.0,0.0,0.133000001311,edge_on_disk
177.3481,-1.083778,55,0.0359999984503,0.944999992847,0.0,0.0179999992251,0.0,edge_on_disk
179.8902,-1.050722,46,0.151999995112,0.804000020027,0.0219999998808,0.0,0.0219999998808,edge_on_disk
188.0403,-1.095278,30,0.0670000016689,0.800000011921,0.10000000149,0.0,0.0329999998212,edge_on_disk
192.0633,-1.065028,31,0.0320000015199,0.902999997139,0.0,0.0,0.0649999976158,edge_on_disk
170.9377,-0.8380556,27,0.0740000009537,0.666999995708,0.0370000004768,0.0370000004768,0.185000002384,edge_on_disk
174.3905,-0.8149722,44,0.0450000017881,0.954999983311,0.0,0.0,0.0,edge_on_disk
